job,company,city,salary,work_experience,age,education,work_type,contract,email,phone_number,job_descr,links,posted_date,deadline
Növbətçi,AQA Şirkətlər Qrupu,Bakı,400 — 450 ₼,1 il,24 — 30,Orta və ya orta ixtisas təhsili,Tam iş günü (5 gün),Əmək müqaviləsi,Link elandadır,,"https://qlor.me/m5xihoms5hTəsvir“AQA Şirkətlər Qrupu” nəzdində fəaliyyət göstərən DeFacto brendinə aid geyim mağazası Əhmədli filialı üzrə “Növbətçi” vakansiyasını elan edir.Vəzifə öhdəlikləri:Mağazada müştərilən giriş-çıxışına nəzarət etmək. Mağazaya giriş-çıxış zamanı hər hansı səbəbdən quraşdırılmış həyəcan siqnalı işə düşərsə, dərhal müştərinin çanta və ya bağlamasının nəzakətli formada yoxlanılmasını təmin etmək;Mağazanın satış ərazisində, kassa bölməsində sui-istifadə hallarının olmaması üçün davamlı nəzarəti həyata keçirmək;Müştərilər tərəfindən geri qaytarılan məhsulların yoxlanılmaq, qeydiyyatın aparılması və bu sahəyə birbaşa nəzarəti həyata keçirmək;Mağazada satışa çıxarılmış malların üzərində oğurluq hallarına qarşı həyəcan siqnallarının olmasını davamlı olaraq yoxlamaq və nəzarətdə saxlamaq;İş gününün sonunda mağazadan çıxış zamanı mağaza işçilərinin çantalarının itki və oğurluq hallarına qarşı yoxlanılmasını təmin etmək;Baş verə biləcək oğurluq və itki hallarının öncədən qarşısının alınması üçün vaxtında lazımi tədbirlər görmək, yaranmış oğurluq və itki hallarına görə məsuliyyət daşımaq;Mağaza ərazisində şübhəli hal və ya şübhəli bağlama müəyyən etdikdə dərhal baş nəzarətçi və mağaza müdirinə məlumat vermək;Görülən işlər barədə mağaza rəhbərliyinə və baş nəzarətçiyə mütəmadi olaraq müvafiq məlumatları təqdim etmək;Şirkətin prosedurları, qaydaları və təlimatlarına uyğun fəaliyyət göstərmək;İşçi iclaslarında və təlimlərində iştirak etmək;Rəhbərlik və Təhlükəsizlik şöbəsinin meneceri tərəfindən verilən tapşırıqların vaxtında yerinə yetirmək.TələblərYaş həddi: 24-30;Təhsil: Orta və ya ali təhsilAzərbaycan dilini səlis bilməli, rus və ya ingilis dillərini bilməsi arzuolunandır;Hərbi xidmət keçmiş olması mütləqdir;Fiziki sağlam; (aktiv şəkildə idmanla məşğul olan);Cins: kişi;Uyğun başlıqlarnövbətçi",https://www.offer.az/novbetci-5-vakansiya-2025-60645/,15/01/2025,16/02/2025
Çağrı mərkəzi operatoru,Kontakt Home,Bakı,500 — 800 ₼,,20 — 45,Natamam ali təhsil (bakalavr),Növbəli,Əmək müqaviləsi,Link elanda qeyd olunub,,"Link:https://qlor.me/m5ukt6b80aTəsvirDaxil olan telefon zənglərinin cavablandırılması;Sistem üzrə zənglərin qeydiyyatının aparılması;Müştərilərin məhsul və xidmətlərlə bağlı konsultasiya edilməsi;Müştərilərin şikayət, təklif və tövsiyyələrinin dinlənilməsi və ya müvafiq şəxsə yönləndirilməsi.İş şəraiti:İş günləri: hər 3 gündən bir istirahət günü;İş saatı: 09:00-17:00/10:00-18:00/11:00-19:00/13:00-21:00(Növbəli).TələblərSəlis Azərbaycan və Rus dili biliyi;Müştərilərlə ünsiyyət qurma bacarığı;Səlis və aydın intonasiya ilə danışıq bacarığı;Xoş səs tonu;Məsuliyyətlilik və inkişafa meyillilik;Stresə davamlılıq;Emosiyalarını idarə etmə bacarığı;Kollektivdə komanda ilə işləmə bacarığı.Uyğun başlıqlarçağrı mərkəziCall CenterCall Center operatoruMüştəri xidmətləri",https://www.offer.az/cagri-merkezi-operatoru-29-vakansiya-2025-60643/,15/01/2025,16/02/2025
Təlim və motivasiya üzrə əməliyyatçı,AzəriMed QSC,Bakı,500₼,1 il,25 — 30,Natamam ali təhsil (bakalavr),,Əmək müqaviləsi,cv@azerimed.com,,"https://qlor.me/m5p7ft42y0Vəzifə öhdəlikləri:Müxtəlif layihələr və aidiyyatı işlərlə bağlı electron yazışmaların aparılmasıTəlimlərlə bağlı müvafiq məlumat bazalarını hazırlamaqDaxili Təlim proqramlarının hazırlanması ilə bağlı şirkət daxilində müvafiq mövzu üzrə mütəxəssislərlə/ekspertlərlə əməkdaşlıq etməkTədris qeydiyyat sənədlərinin saxlanılması, işçilərin iştirakına nəzarət etməkVerilən tapşırıqların vaxtında və dəqiq yerinə yetirilməsi.İş şəraiti:İş qrafiki:08.30-17:30 (Şənbə- ayda 1 dəfə 08:30- 13:30)İş yeri :Nərimanov rayonƏmək haqqı:500 AZN (gross)Qeyd olunan göstəricilərə cavab verən namizədlərdən mövzu hissəsində “Təlim və motivasiya üzrə əməliyyatçı” qeyd edərək CVünvanına göndərmələri xahiş olunur.Əlavə suallar üçün 055-455-58-70 (Whatsapp) nömrəsi ilə əlaqə saxlaya bilərsiniz.TələblərYaş: 25-30;Təhsil: Ali təhsil;Dil bilikləri: Azərbaycan və Rus diliKompüter biliyi: MS office proqramlarıStressədavamlı, tələbkar, məsuliyyətli, və inkişafa meyilli olmalıPeşəkar ünsiyyət bacarığıAnalitik düşünmə qabiliyyəti;Məsulliyyət, düzgünlük, dəqiqlik və etibarlılıq kimi müsbət göstəricilərə malik olmalıdır.Uyğun başlıqlarTəlim",https://www.offer.az/telim-ve-motivasiya-azerimed-vakansiya-2025-60641/,13/01/2025,13/02/2025
Aqrotexniki sistemlərə nəzarət sektorunda aparıcı mütəxəssis,Azərpambıq ASK MMC,Bakı,Müsahibə əsasında,3 il,25 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"Link:https://qlor.me/m5qolc1j5zTəsvirTraktorların, kombaynların və digər texnikalarının gündəlik işlərinin ölçülməsini və hərəkətinə nəzarəti həyata keçirilməsi;Traktorların, kombaynların və digər texnikalarının fermerlərlə bağlanılmış müqavilələrinə əsasən müəyyən olunmuş sahələrdə aqrotexniki xidmətlərin göstərilməsinə nəzarət edilməsi;Xam-pambığın daşınması zamanı daşınma texnikalarının hərəkətinə nəzarət edilməsi;Kənd-təsərrüfatlı texnikalarının hərəkətlərində, iş həcmlərində, kənar sahələrdə müxtəlif xidmətlərin göstərilməsi və digər kənarlaşma faktlarının aşkar edildiyi halda dərhal məlumat verilməsi;Fermerlərin pambıq sahələrində aqrotexniki xidmətlərin göstərilməsinə dair tərtib edilmiş müvafiq sənədlərinin yoxlanılması;Fermerlərin sahələrindən yığılan xam-pambığın filiallara təhvil verilməsinə və müvafiq sənədləşdirilməsinə nəzarət işlərini həyata keçirilməsi;Rəhbərliyin digər tapşırıqlarını vaxtında icra edilməsi.TələblərAli təhsil;3 il iş təcrübəsi;1 C 8.3, Excel və digər xüsusi proqram bilikləri;Ünsiyyət və qərar qəbuletmə bacarıqları, kollektivdə işləmək qabiliyyəti;Vəzifə səlahiyyətləri çərçivəsində idarəetmə və həll etmə bacarıqları;Dəyərləndirmə, vaxtında doğru qərar qəbul etməyi;Uyğun başlıqlarMühəndis",https://www.offer.az/aqrotexniki-sistemlere-nezaret-2-vakansiya-2025-60640/,13/01/2025,16/02/2025
Sürücü,AzəriMed QSC,Bakı,750 — 800 ₼,1 il,30 — 60,Fərq etmir,Növbəli,Əmək müqaviləsi,vacancy@azerimed.com,,https://qlor.me/m5qfwqcwhqTəsvirŞirkətin anbarından dərman preparatlarının və ləvazimatların şəhər və bölgələrdəki apteklərə çatdırılmasını və təhvil-təslimini təmin etmək;Yol hərəkəti qaydalarına riayət edilməsi;İdarə edilən avtomobilin sazlığına və səliqəliliyinə daim nəzarət edilməsi;Tapşırıqların vaxtında və dəqiq icra olunması.TələblərYaş: 30-45;Təcrübə: Yük maşınlarının idarə olunmasında 1-3 il təcrübə;Sürücülük vəsiqəsi: B və C kateqoriyası mütləqdir (D kateqoriyası üstünlükdür);Şəhər ətrafı əraziləri yaxşı tanımalı;İşində dəqiq və məsuliyyətli olmalı.Uyğun başlıqlarSürücüSürücülük vəsiqəsi,https://www.offer.az/surucu-451-vakansiya-2025-60639/,13/01/2025,16/02/2025
Reklam və Marketinq şöbəsi/müdir,Expressbank ASC,Bakı,Müsahibə əsasında,3 il,26 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Linkdə qeyd olunub,,"Müraciət linki:https://qlor.me/m5ustgsn7uTəsvirBankın Reklam, PR və Brend siyasətinin prinsiplərinə uyğun olaraq işin qurulması;Marketinq strategiyasının planlaşdırılması və icrasına nəzarət edilməsi;Marketinq şöbəsinin illik büdcəsinin hazırlanması və idarə edilməsi;Bazar araşdırmaları, rəqiblərin məhsul və satış təhlilin aparılması;Reklam işinin operativ, ardıcıl və effektiv təşkili üçün media planın hazırlanmasında iştirak;Yeni məhsulların və xidmətlərin tətbiqi prosesində yaxından iştirak edərək, onlarla bağlı reklam kampaniyalarının həyata keçirilməsi;Reklam, dizayn şirkətləri və informasiya agentlikləri ilə əlaqələrin qurulması;Reklam büdcəsinin işlənib hazırlanmasında iştirak;Şöbənin fəaliyyəti ilə bağlı hesabatların hazırlanması və İdarə Heyətinə təqdim edilməsi;Cari və potensial müştərilər haqqında məlumatların toplanması, araşdırılması və təhlilinin aparılmasının təmin edilməsi.TələblərAli təhsil;Analoji sahədə ən azı 3 il iş təcrübəsi (idarəçilik təcrübəsi olanlara üstünlük verilir);Marketinq kommunikasiya kanalları ilə işləmə bacarığı;Azərbaycan, rus və ingilis dillərində sərbəst danışıq bacarığı;MS Windows, MS Office (Excel, Word, Outlook) əla səviyyədə bilmək.Dəqiqlik, detallara diqqət yetirmək qabiliyyəti;Yaradıcı, innovativ və strateji düşünmə bacarığı;Liderlik bacarıqları.Uyğun başlıqlarMarketingReklam",https://www.offer.az/reklam-ve-marketinq-vakansiya-2025-60638/,13/01/2025,09/02/2025
Hava məkanının modelləşdirilməsi üzrə mühəndis,Azərbaycan Hava Yolları QSC,Bakı,Müsahibə əsasında,2 il,22 — 40,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m5usb92wk2TəsvirHava məkanının modelləşdirilməsi prosesinin keyfiyyətli həyata keçirilməsi və onun təkmilləşdirilməsi üzrə tədbirlərin görülməsini təmin etmək;Mövcud avadanlığı, proqramları, hava məkanının modelləşdirilməsi sahəsində proqnoz, analiz, tətqiqat, tapşırıq və hesabatların tərtıbatı üçün lazımi materialları bilmək və düzgün tətbiq etmək;Aşağıda qeyd olunanları yerinə yetirmək məqsədi ilə xüsusi proqram təminatından istifadə etməklə mövcud hava məkanında hava hərəkəti şəraitinin/vəziyyətinin kompyüter modelləşdirilməsini həyata keçirmək:hava məkanının gözlənilən yüklənməsini müəyyənləşdirmək;HHİ dispetçerlərinin gözlənilən yüklənməsini müəyyənləşdirmək;hava hərəkətində proqnozlaşdırılan gecikmələri müəyyənləşdirmək;hava məkanının buraxılış qabiliyyətini müəyyənləşdirmək.Hava məkanının yuxarı və aşağı səthi marşrutlarının işlənib-hazırlanmasına dair işlərin yerinə yetirilməsində iştirak etmək.TələblərVətəndaşlıq: AR vətəndaşı olmaq;Yaş: 22-40 yaş aralığında olmaq;Təhsil: Ali təhsil (müvafiq sahə üzrə);Dil bilikləri: Azərbaycan – səlis, İngilis – səlis;Riyazi və analitik bacarıqlar;Məsuliyyət və intizamlı olmaq;Komandada çalışmaq bacarığı.Əlavə Qeydlər:Hava məkanının simulyasiyası üçün kompyüter proqramları barədə biliklər;Uyğun başlıqlarMühəndis",https://www.offer.az/muhendis-40-vakansiya-2025-60637/,13/01/2025,14/02/2025
Operator,Kontakt Home,Bakı,700₼,,20 — 45,Natamam ali təhsil (bakalavr),Növbəli,Əmək müqaviləsi,Link elanda qeyd olunub,,"Link:https://qlor.me/m5uktblk0jTəsvirServis mərkəzinə daxil olan hər bir müştərinin növbəli şəkildə qəbul edilməsi;Müraciətindən asılı olaraq müştərinin tələbatını formalaşdıraraq ətraflı şəkildə məlumatın təqdim edilməsi;Təmir olunmuş cihazların müştərilərə təqdim edilməsi;Müştərilərə telefonla zəng edilməsi ( məlumatları əldə etmək üçün və ya təqdim etmək üçün);Lazimi sənədlərin hazırlanması;Lazimi ünvanlara mailların yönləndirilməsi.TələblərOrta ixtisas və ya ali təhsil;SəlisAzərbaycan dili biliyi və rus dili biliyi;Müştərilərlə ünsiyyət qurma bacarığı;Emosiyalarını idarə etmək bacarığı;Təşəbbüslü və özünə güvənən;Diqqətli, çevik və operativ;Xidmət sahəsində iş təcrübəsi arzu olunandır.İş şəraiti:İş saatı: 5 gün 9:00-10:00 günaşırı, 6 gün (6cı gün yarı gün)İş yeri Ayna Sultanova yaxınlığıUyğun başlıqlarçağrı mərkəziCall CenterCall Center operatoruMüştəri xidmətləri",https://www.offer.az/operator-383-vakansiya-2025-60636/,13/01/2025,09/02/2025
Çağrı mərkəzi operatoru,Kontakt Home,Bakı,500 — 800 ₼,,20 — 45,Natamam ali təhsil (bakalavr),Növbəli,Əmək müqaviləsi,Link elanda qeyd olunub,,"Link:https://qlor.me/m5ukt6b80aTəsvirDaxil olan telefon zənglərinin cavablandırılması;Sistem üzrə zənglərin qeydiyyatının aparılması;Müştərilərin məhsul və xidmətlərlə bağlı konsultasiya edilməsi;Müştərilərin şikayət, təklif və tövsiyyələrinin dinlənilməsi və ya müvafiq şəxsə yönləndirilməsi.İş şəraiti:İş günləri: hər 3 gündən bir istirahət günü;İş saatı: 09:00-17:00/10:00-18:00/11:00-19:00/13:00-21:00(Növbəli).TələblərSəlis Azərbaycan və Rus dili biliyi;Müştərilərlə ünsiyyət qurma bacarığı;Səlis və aydın intonasiya ilə danışıq bacarığı;Xoş səs tonu;Məsuliyyətlilik və inkişafa meyillilik;Stresə davamlılıq;Emosiyalarını idarə etmə bacarığı;Kollektivdə komanda ilə işləmə bacarığı.Uyğun başlıqlarçağrı mərkəziCall CenterCall Center operatoruMüştəri xidmətləri",https://www.offer.az/cagri-merkezi-uzre-operator-10-vakansiya-2025-60635/,13/01/2025,09/02/2025
Keyfiyyətə nəzarət şöbəsinin rəis müavini (Bakı),Baku Steel Company,Bakı,Müsahibə əsasında,3 il,25 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,link elanda qeyd olunub,,"https://qlor.me/m5qek6iclpTəsvir• İstehsalatın bütün mərhələlərində Keyfiyyətə nəzarət şöbəsinin (KNŞ) işinin koordinasiyası.• İstehsal olunan məhsulların keyfiyyət standartlarına, texniki şərtlərə və sifarişçinin tələblərinə uyğunluğuna nəzarət.• ISO daxil olmaqla, keyfiyyətin idarə olunması sistemlərinin işlənib hazırlanması və tətbiqində iştirak.• Texnoloji proseslərin, parametrlərin və normaların yerinə yetirilməsinə nəzarət.• Xammal, materiallar və komplektləşdiricilərin giriş nəzarətinin təşkili.• Aralıq və son məhsulun keyfiyyətinə nəzarət proseslərinin idarə edilməsi.• Uyğunsuzluqların aşkarlanması məqsədilə istehsalatın yoxlanış və auditlərinin təşkili.• Qüsurların səbəblərinin analizi və düzəldici tədbirlərin işlənib hazırlanması.• Standartların, texniki tənzimləmələrin və təlimatların hazırlanması və yenilənməsi.• Nəzarət nəticələri üzrə hesabatların hazırlanması, qüsurların analizi və təkmilləşdirmə təkliflərinin verilməsi.• Qüsurların statistikası üzrə uçotun aparılmasına nəzarət, məlumatların analizi və analitik hesabatların hazırlanması.• Keyfiyyətin yüksək səviyyədə təmin edilməsi üçün istehsalat sexləri, təchizat şöbəsi və digər bölmələrlə əməkdaşlıq.• Müştəri şikayətlərinin nəzərdən keçirilməsində və operativ həllində iştirak.• Məhsul keyfiyyəti ilə bağlı müştərilər və tərəfdaşlarla qarşılıqlı əlaqə.• Qüsurların azaldılması və məhsul keyfiyyətinin artırılması məqsədilə tədbirlərin işlənib hazırlanması və tətbiqində iştirak.• Keyfiyyətə nəzarət proseslərinin avtomatlaşdırılması layihələrinin təşəbbüsü və həyata keçirilməsi.TələblərAli texniki təhsil (arzuolunandır: metallurgiya, materialşünaslıq və ya keyfiyyətə nəzarət sahəsi üzrə).TNS və ya oxşar vəzifədə ən azı 3 illik iş təcrübəsi.ISO standartları (məsələn, ISO 9001), GOST və texniki tənzimləmələr haqqında biliklər.Çertyojların oxunması və ölçmə alətlərindən istifadə bacarığı.Məlumatların analizi, hesabatların hazırlanması və təkmilləşdirmə üzrə təkliflərin işlənməsi bacarıqları.Liderlik keyfiyyətləri, kollektivin idarə edilməsi üzrə təcrübə.Kompüter bacarıqları: MS Office, keyfiyyətə nəzarət üzrə ixtisaslaşmış proqramlar.Uyğun başlıqlarKeyfiyyətə nəzarət",https://www.offer.az/keyfiyyete-nezaret-46-vakansiya-2025-60634/,13/01/2025,13/02/2025
Müştəri xidmətləri üzrə operator,Embawood MMC,Bakı,Müsahibə əsasında,1 il,21 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (6 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m5qmr3c8crTəsvirOperativ olaraq telefon zənglərini qəbul etməkMüştərilər tərəfindən verilən sualları cavablandırmaqŞirkətin xidmət və qiymətləri barədə müştəriyə düzgün məlumat verməkMüştərilərin şikayət, təklif və tövsiyələrini dinləmək və yamüvafiq şəxsə yönəltmək6 günlük / 09:00 – 16:00, 09:00-18:00TələblərAli təhsilMüvafiq sahə üzrə ən azı 1 il iş təcrübəsiAzərbaycan və rus dili mükəmməl səviyyədə bilməsiStessə davamlı olmalıProblem həll etmə bacarığı olmalıUyğun başlıqlarMüştəri xidmətləri",https://www.offer.az/operator-382-vakansiya-2025-60633/,13/01/2025,13/02/2025
Senior Data Analyst,Yelo Bank,Bakı,Müsahibə əsasında,1 il,21 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m5us13jz77TəsvirGənc və potensiallı data analitiklərdən ibarət komandanı idarə etdirilməsi və inkişaf etdirilməsi;Gəlirli və müştəri yönümlü təkliflər dəstinə nail olmaq məqsədi ilə şirkətin məhsul və xidmət portfelinin uyğunlaşdırılması üçün data analitika əsasında təkliflərin verilməsi;Layihənin və ya proqramın həyata keçirilməsini əsaslandırmaq üçün biznes – halların hazırlanması. Biznes halları faydanın, xərcin və riskin analitik əsaslandırılması funksiyasını daşıyır;Abunəçinin saxlanılması, əldə olunan gəlir, istifadə, və göstəricilər baxımından hər bir kampaniya rentabelliyinin (ROI) izlənilməsi və qiymətləndirilməsi üzrə müvafiq hesabatların hazırlanması;CVM\CLM platformasının yenidən qurulması üzrə biznes tapşırıqların verilməsi və platformanın başdan başa (biznes tərəfdən) idarə olunması;Mövcud sistemlərin və proseslərin təkmilləşdirilməsi, həmçinin müsbət dəyişikliklərin sonadək tətbiqinə dair rəyin verilməsi;Müştəri istifadənin stimullaşdırılması təşəbbüsləri, artan/çarpaz satış və saxlama kampaniyaları kimi hədəf marketinq kampaniyalarının icrası.Tələblərİqtisadiyyat, Marketinq, Tətbiqi Riyaziyyat və digər əlaqəli sahələr üzrə Ali təhsil;CRM, CLM, Seqment Sahəsi, Məlumatların təhlili və işlənməsi, və ya proqnozlaşdırma sahəsində, Bank,Telco, FMCG, Maliyyə və digər müvafiq sektorlar üzrə minimum 3 illik iş təcrübəsi;Biznesin / Data analitikası, Məlumatların təhlili və işlənməsi üzrə əsas biliklər;Azərbaycan və İngilis dillərində yüksək səviyyədə bilik ;Yüksək Excel bilikləri;SQL kodlaşdırma dilləri üzrə əsas bacarıqlar;Stata, R, Phyton və digər statistik alətlər üzrə əsas biliklər;Liderlik bacarığı;Təhlil bacarığı;Problem həlletmə bacarığı;Ünsiyyət qurma və koordinasiya bacarığı;Komandada işləmək bacarığı.Uyğun başlıqlarDATAData Analitik",https://www.offer.az/senior-data-analyst-3-vakansiya-2025-60632/,13/01/2025,13/02/2025
